param_value_id	parameeter_id	maakond_id	maakond	haldusasutus_id	haldusasutus	toetuse_tunnus_id	toetuse_tunnus	param_liik	on_kohalik_id	on_kohalik	jrk_nr	param_kood	parameeter	mootyhik	kehtivus_algus	kehtivus_lopp	vaartus	mod_kpv	nimetus	kirjeldus
1061410	1001002	10044	Ida-Viru maakond	1000344	Kohtla-Järve Sotsiaalhoolekandekeskus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	8	BUILDING_MANAGEMENT_COST_QUOTA	Korterelamu haldamise kulu (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		2.50	2017-11-27	Korterelamu haldamise kulu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1061412	1001000	10044	Ida-Viru maakond	1000344	Kohtla-Järve Sotsiaalhoolekandekeskus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	9	BUILDING_RENOVATION_LOAN_REPAYMENT_QUOTA	Korterelamu renov. laenu tagasimakse (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		2.00	2017-11-27	Korterelamu renov. laenu tagasimakse	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1040440	1000022	10044	Ida-Viru maakond	1000344	Kohtla-Järve Sotsiaalhoolekandekeskus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	10	INDIRECT_HEATING_QUOTA	Kütus kaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2013-01-01		6.00	2017-11-27	Kütus kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1040442	1000024	10044	Ida-Viru maakond	1000344	Kohtla-Järve Sotsiaalhoolekandekeskus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	11	DIRECT_HEATING_QUOTA	Kütus mittekaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2013-01-01		3.00	2017-11-27	Kütus mitte-kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1040444	1000026	10044	Ida-Viru maakond	1000344	Kohtla-Järve Sotsiaalhoolekandekeskus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	12	LANDTAX_QUOTA	Maamaks (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2013-01-01		0.13	2017-11-27	Maamaks	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1040446	1000042	10044	Ida-Viru maakond	1000344	Kohtla-Järve Sotsiaalhoolekandekeskus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	13	GARBAGE_QUOTA	Olmejäätmete veotasu (summa esimese leibkonnaliikme kohta)	EUR	2013-01-01		7.70	2017-11-27	Olmejäätmete veotasu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1040448	1000044	10044	Ida-Viru maakond	1000344	Kohtla-Järve Sotsiaalhoolekandekeskus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	14	GARBAGE_QUOTA_PLUS	Olmejäätmete veotasu (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2013-01-01		3.85	2017-11-27	Olmejäätmete veotasu +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1061610	1000202	10044	Ida-Viru maakond	1000344	Kohtla-Järve Sotsiaalhoolekandekeskus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	15	WATER_HEATING_QUOTA	Vee soojendamine (summa esimese leibkonnaliikme kohta)	EUR	2015-06-01		2.00	2017-11-27	Vee soojendamine	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1103610	1000030	10044	Ida-Viru maakond	1000344	Kohtla-Järve Sotsiaalhoolekandekeskus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	17	WATER_AND_SEWERAGE_QUOTA	Vesi ja kanalisatsioon (summa esimese leibkonnaliikme kohta)	EUR	2016-03-01		20.00	2017-11-27	Vesi ja kanalisatsioon	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1103612	1000032	10044	Ida-Viru maakond	1000344	Kohtla-Järve Sotsiaalhoolekandekeskus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	18	WATER_AND_SEWERAGE_QUOTA_PLUS	Vesi ja kanalisatsioon (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2016-03-01		10.00	2017-11-27	Vesi ja kanalisatsioon +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1068980	1000034	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	1	ELECTRICITY_QUOTA	Elekter (summa esimese leibkonnaliikme kohta)	EUR	2015-06-01		30.00	2017-11-27	Elekter	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1068982	1000036	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	2	ELECTRICITY_QUOTA_PLUS	Elekter (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2015-06-01		15.00	2017-11-27	Elekter +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1068984	1000200	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	3	ELECTRIC_HEATING_QUOTA	Elektriküte (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		3.00	2017-11-27	Elektriküte	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1123810	1000020	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	4	HABITATION_RENT_QUOTA	Eluaseme üür (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2016-06-01		1.00	2017-11-27	Eluaseme üür	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1015512	1000028	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	5	HABITATION_INSURANCE_QUOTA	Eluruumi kindlustus (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2011-01-01		0.13	2017-11-27	Eluruumi kindlustus	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1042270	1000038	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	6	GAS_QUOTA	Gaas (summa esimese leibkonnaliikme kohta)	EUR	2013-02-01		15.00	2017-11-27	Gaas	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1123812	1000040	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	7	GAS_QUOTA_PLUS	Gaas (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2016-06-01		6.00	2017-11-27	Gaas +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1123814	1001002	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	8	BUILDING_MANAGEMENT_COST_QUOTA	Korterelamu haldamise kulu (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2016-06-01		1.50	2017-11-27	Korterelamu haldamise kulu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1123816	1001000	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	9	BUILDING_RENOVATION_LOAN_REPAYMENT_QUOTA	Korterelamu renov. laenu tagasimakse (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2016-06-01		1.50	2017-11-27	Korterelamu renov. laenu tagasimakse	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1068988	1000022	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	10	INDIRECT_HEATING_QUOTA	Kütus kaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		0.00	2017-11-27	Kütus kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1068990	1000024	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	11	DIRECT_HEATING_QUOTA	Kütus mittekaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		2.00	2017-11-27	Kütus mitte-kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1123818	1000026	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	12	LANDTAX_QUOTA	Maamaks (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2016-06-01		0.05	2017-11-27	Maamaks	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1015522	1000042	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	13	GARBAGE_QUOTA	Olmejäätmete veotasu (summa esimese leibkonnaliikme kohta)	EUR	2011-01-01		6.4	2017-11-27	Olmejäätmete veotasu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1015524	1000044	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	14	GARBAGE_QUOTA_PLUS	Olmejäätmete veotasu (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2011-01-01		3.9	2017-11-27	Olmejäätmete veotasu +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1123820	1000202	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	15	WATER_HEATING_QUOTA	Vee soojendamine (summa esimese leibkonnaliikme kohta)	EUR	2016-06-01		5.00	2017-11-27	Vee soojendamine	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1123822	1000204	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	16	WATER_HEATING_QUOTA_PLUS	Vee soojendamine (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2016-06-01		5.00	2017-11-27	Vee soojendamine +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1123824	1000030	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	17	WATER_AND_SEWERAGE_QUOTA	Vesi ja kanalisatsioon (summa esimese leibkonnaliikme kohta)	EUR	2016-06-01		7.35	2017-11-27	Vesi ja kanalisatsioon	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1123826	1000032	10044	Ida-Viru maakond	1000284	Kohtla-Nõmme Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	18	WATER_AND_SEWERAGE_QUOTA_PLUS	Vesi ja kanalisatsioon (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2016-06-01		7.35	2017-11-27	Vesi ja kanalisatsioon +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099210	1000034	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	1	ELECTRICITY_QUOTA	Elekter (summa esimese leibkonnaliikme kohta)	EUR	2016-02-01		30.00	2017-11-27	Elekter	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099212	1000036	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	2	ELECTRICITY_QUOTA_PLUS	Elekter (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2016-02-01		25.00	2017-11-27	Elekter +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099214	1000200	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	3	ELECTRIC_HEATING_QUOTA	Elektriküte (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2016-02-01		40.00	2017-11-27	Elektriküte	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099216	1000020	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	4	HABITATION_RENT_QUOTA	Eluaseme üür (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2016-02-01		2.00	2017-11-27	Eluaseme üür	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099218	1000028	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	5	HABITATION_INSURANCE_QUOTA	Eluruumi kindlustus (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2016-02-01		0.30	2017-11-27	Eluruumi kindlustus	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099220	1000038	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	6	GAS_QUOTA	Gaas (summa esimese leibkonnaliikme kohta)	EUR	2016-02-01		25.00	2017-11-27	Gaas	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099222	1000040	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	7	GAS_QUOTA_PLUS	Gaas (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2016-02-01		20.00	2017-11-27	Gaas +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099224	1001002	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	8	BUILDING_MANAGEMENT_COST_QUOTA	Korterelamu haldamise kulu (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2016-02-01		1.00	2017-11-27	Korterelamu haldamise kulu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099226	1001000	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	9	BUILDING_RENOVATION_LOAN_REPAYMENT_QUOTA	Korterelamu renov. laenu tagasimakse (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2016-02-01		1.00	2017-11-27	Korterelamu renov. laenu tagasimakse	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099228	1000024	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	11	DIRECT_HEATING_QUOTA	Kütus mittekaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2016-02-01		3.00	2017-11-27	Kütus mitte-kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099230	1000026	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	12	LANDTAX_QUOTA	Maamaks (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2016-02-01		0.30	2017-11-27	Maamaks	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099232	1000042	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	13	GARBAGE_QUOTA	Olmejäätmete veotasu (summa esimese leibkonnaliikme kohta)	EUR	2016-02-01		10.00	2017-11-27	Olmejäätmete veotasu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099234	1000044	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	14	GARBAGE_QUOTA_PLUS	Olmejäätmete veotasu (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2016-02-01		8.00	2017-11-27	Olmejäätmete veotasu +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099238	1000202	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	15	WATER_HEATING_QUOTA	Vee soojendamine (summa esimese leibkonnaliikme kohta)	EUR	2016-02-01		40.00	2017-11-27	Vee soojendamine	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099240	1000204	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	16	WATER_HEATING_QUOTA_PLUS	Vee soojendamine (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2016-02-01		35.00	2017-11-27	Vee soojendamine +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099242	1000030	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	17	WATER_AND_SEWERAGE_QUOTA	Vesi ja kanalisatsioon (summa esimese leibkonnaliikme kohta)	EUR	2016-02-01		14.00	2017-11-27	Vesi ja kanalisatsioon	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1099244	1000032	10044	Ida-Viru maakond	1000196	Lohusuu Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	18	WATER_AND_SEWERAGE_QUOTA_PLUS	Vesi ja kanalisatsioon (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2016-02-01		12.00	2017-11-27	Vesi ja kanalisatsioon +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1050214	1000034	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	1	ELECTRICITY_QUOTA	Elekter (summa esimese leibkonnaliikme kohta)	EUR	2015-01-01		35.00	2017-11-27	Elekter	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1050216	1000036	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	2	ELECTRICITY_QUOTA_PLUS	Elekter (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2015-01-01		20.00	2017-11-27	Elekter +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1050218	1000200	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	3	ELECTRIC_HEATING_QUOTA	Elektriküte (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-01-01		3.00	2017-11-27	Elektriküte	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1063696	1000020	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	4	HABITATION_RENT_QUOTA	Eluaseme üür (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		2.00	2017-11-27	Eluaseme üür	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1045594	1000028	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	5	HABITATION_INSURANCE_QUOTA	Eluruumi kindlustus (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2014-02-01		0.50	2017-11-27	Eluruumi kindlustus	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1045596	1000038	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	6	GAS_QUOTA	Gaas (summa esimese leibkonnaliikme kohta)	EUR	2014-02-01		15.00	2017-11-27	Gaas	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1045598	1000040	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	7	GAS_QUOTA_PLUS	Gaas (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2014-02-01		5.00	2017-11-27	Gaas +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1063698	1001002	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	8	BUILDING_MANAGEMENT_COST_QUOTA	Korterelamu haldamise kulu (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		2.00	2017-11-27	Korterelamu haldamise kulu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1063700	1001000	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	9	BUILDING_RENOVATION_LOAN_REPAYMENT_QUOTA	Korterelamu renov. laenu tagasimakse (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		2.00	2017-11-27	Korterelamu renov. laenu tagasimakse	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1045600	1000022	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	10	INDIRECT_HEATING_QUOTA	Kütus kaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2014-02-01		7.00	2017-11-27	Kütus kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1050222	1000024	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	11	DIRECT_HEATING_QUOTA	Kütus mittekaugküttega (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-01-01		3.00	2017-11-27	Kütus mitte-kaugküttega	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1063702	1000026	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	12	LANDTAX_QUOTA	Maamaks (summa eluaseme ruutmeetri kohta)	EUR m2 kohta	2015-06-01		0.50	2017-11-27	Maamaks	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1050224	1000042	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	13	GARBAGE_QUOTA	Olmejäätmete veotasu (summa esimese leibkonnaliikme kohta)	EUR	2015-01-01		5.00	2017-11-27	Olmejäätmete veotasu	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1050226	1000044	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	14	GARBAGE_QUOTA_PLUS	Olmejäätmete veotasu (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2015-01-01		3.00	2017-11-27	Olmejäätmete veotasu +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1063704	1000202	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	15	WATER_HEATING_QUOTA	Vee soojendamine (summa esimese leibkonnaliikme kohta)	EUR	2015-06-01		3.00	2017-11-27	Vee soojendamine	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1063706	1000204	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	16	WATER_HEATING_QUOTA_PLUS	Vee soojendamine (summa teise ja iga järgneva leibkonnaliikme kohta)	EUR	2015-06-01		3.00	2017-11-27	Vee soojendamine +1	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
1122810	1000030	10044	Ida-Viru maakond	1001606	Lüganuse Vallavalitsus	1	TTT	Toimetulekutoetuse maksmiseks kehtestatud eluasemekulude piirmäärad omavalitsustes	Y	Kohalik	17	WATER_AND_SEWERAGE_QUOTA	Vesi ja kanalisatsioon (summa esimese leibkonnaliikme kohta)	EUR	2016-06-01		15.00	2017-11-27	Vesi ja kanalisatsioon	Toimetulekutoetuse arvestamisel kasutatav arvväärtus
